015890,태경산업,KP,KR,비철금속,
016090,대현,KP,KR,섬유의류,
016100,리더스코스메틱,KD,KR,화장품,
016250,SGC이테크건설,KD,KR,건설,
016360,삼성증권,KP,KR,증권,
016380,KG동부제철,KP,KR,철강과금속,
016385,KG동부제철우,KP,KR,,우선주
016450,한세예스24홀딩스,KP,KR,섬유의류,
016580,환인제약,KP,KR,제약바이오,
016590,신대양제지,KP,KR,종이와목재,
016600,큐캐피탈,KD,KR,금융,
016610,DB금융투자,KP,KR,증권,
016670,포비스티앤씨,KD,KR,유통,
016710,대성홀딩스,KP,KR,가스유틸리티,
016740,두올,KP,KR,자동차부품,
016790,현대사료,KD,KR,음식료,
016800,퍼시스,KP,KR,가구제조업,
016880,웅진,KP,KR,금융,
016920,카스,KD,KR,전자장비와기기,
017000,신원종합개발,KD,KR,건설,
017040,광명전기,KP,KR,전기전자,
017180,명문제약,KP,KR,제약바이오,
017250,인터엠,KD,KR,전자장비와기기,
017370,우신시스템,KP,KR,자동차부품,
017390,서울가스,KP,KR,가스유틸리티,
017480,삼현철강,KD,KR,철강과금속,
017510,세명전기,KD,KR,전기전자,
017550,수산중공업,KP,KR,기계와장비,
017650,대림제지,KD,KR,종이와목재,
017670,SK텔레콤,KP,KR,통신업,
017800,현대엘리베이,KP,KR,기계와장비,
017810,풀무원,KP,KR,음식료,
017890,한국알콜,KD,KR,화학,
017900,광전자,KP,KR,전자장비와기기,
017940,E1,KP,KR,가스유틸리티,
017960,한국카본,KP,KR,조선,
018000,유니슨,KD,KR,기계와장비,
018120,진로발효,KD,KR,주류제조업,
018250,애경산업,KP,KR,화학,
018260,삼성에스디에스,KP,KR,IT서비스,
018290,브이티지엠피,KD,KR,전기전자,
018310,삼목에스폼,KD,KR,건축제품,
018470,조일알미늄,KP,KR,비철금속,
018500,동원금속,KP,KR,자동차부품,
018620,우진비앤지,KD,KR,제약바이오,
018670,SK가스,KP,KR,가스유틸리티,
018680,서울제약,KD,KR,제약바이오,
018700,바른손,KD,KR,오락과문화,
018880,한온시스템,KP,KR,자동차부품,
019010,베뉴지,KD,KR,소매유통업,
019170,신풍제약,KP,KR,제약바이오,
019175,신풍제약우,KP,KR,,우선주
019180,티에이치엔,KP,KR,자동차부품,
019210,와이지-원,KD,KR,기계와장비,
019440,세아특수강,KP,KR,철강과금속,
019490,하이트론,KP,KR,통신장비,
019540,일지테크,KD,KR,자동차부품,
019550,SBI인베스트먼트,KD,KR,금융,
019570,리더스 기술투자,KD,KR,금융,
019590,엠벤처투자,KD,KR,금융,
019660,글로본,KD,KR,화장품,
019680,대교,KP,KR,교육,
019685,대교우B,KP,KR,,우선주
019770,서연탑메탈,KD,KR,기계와장비,
019990,에너토크,KD,KR,기계와장비,
020000,한섬,KP,KR,섬유의류,
020120,키다리스튜디오,KP,KR,IT서비스,
020150,일진머티리얼즈,KP,KR,전자부품제조업,
020180,대신정보통신,KD,KR,IT서비스,
020400,대동금속,KD,KR,자동차부품,
020560,아시아나항공,KP,KR,항공사,
020710,시공테크,KD,KR,레저,
020760,일진디스플,KP,KR,전자부품제조업,
021040,대호피앤씨,KD,KR,철강과금속,
021045,대호피앤씨우,KD,KR,,우선주
021050,서원,KP,KR,비철금속,
021080,에이티넘인베스트,KD,KR,금융,
021240,코웨이,KP,KR,가정용기기,
021320,KCC건설,KD,KR,건설,
